Date,Post Text
2024-05-10,"Hi Connections,Nehal Singh Is Hiring for #Field_Sales_folks for #Kerala and #Hyderabad location.If interested, please share your resume at nehal.singh@sugarfit.com adding subject - Business Development Executive.Language: Excellent in Telugu(Hyderabad), Malayalam(Kerala)Location: Hyderabad (Gachibowli), Kerala (Kannur)Compensation: INR 20k/month(Fixed) + Flat 5% incentive on every product sale valueTimings: 6 Day working. (Saturday and Sunday mandatory working. Week-off on Tuesday / Wednesday)Previous experience: Sales/BD of at least 1+ yearRequirement Duration: Minimum 3 months (Full time role to be offered to top performers).Responsibilities:Good with monitoring/evaluating the customer requirements/needs and pitching them required products of sugar.fit Active Foods portfolioInnovative mindset; able to come up with creative solutions & implement new ideas to pitch and drive salesAre “people-persons”, have excellent interpersonal skills and a good understanding of customer service/salesAble to drive awareness across customers on sugar.fit & Active Foods portfolioFocus on cross-sell and up-sell users to drive higher revenue for Active Foods portfolio of sugar.fitUnderstanding customer requirements and pitch respective categories accordingly.#Sales #BDE #BDA #Fieldsales #Job



…see more"
2024-05-10,"Job Opening : Territory Sales Leader (Pan India) 🚀Company: BlackbuckLocation: Multiple locations across India - Bangalore, Chennai, Tirchy, Surat, Deesa, Tumkur, Chitradurga, Hisar, Bhiwadi, Ahmedabad, Gwalior, Faizabad, Kota, Ajmer, Jhansi, Dehradun, Kolhapur, Nellore, Meerut, RajkotProducts: Load Board Subscription, FastTag, GPS (Field Sales, Channel Sales)About Blackbuck:Blackbuck is a leading technology-driven logistics company that is revolutionizing the trucking industry in India. We are dedicated to providing innovative solutions to make freight transportation more efficient, reliable, and cost-effective.Role Overview:As a Territory Sales Leader at Blackbuck, you will play a pivotal role in driving sales and revenue growth within your designated territory. You will be responsible for developing and executing sales strategies to acquire new customers, expand market presence, and achieve sales targets. This is an exciting opportunity to join a dynamic team and contribute to the success of a rapidly growing organization.Key Responsibilities:Develop and implement strategic sales plans to achieve revenue targets and expand market share for Load Board Subscription, Fast Tag, and GPS products in the assigned territory.Identify and pursue new business opportunities through prospecting, lead generation, and networking with potential customers and channel partners.Build and maintain strong relationships with customers, understanding their needs and providing tailored solutions to meet their requirements.Collaborate with internal teams, including marketing, operations, and customer service, to ensure seamless execution of sales initiatives and provide feedback on market trends and customer requirements.Monitor competitor activities and market trends to identify growth opportunities and develop strategies to mitigate risks.Prepare and present sales forecasts, reports, and presentations to senior management, highlighting key performance metrics and achievements.Qualifications:Bachelor's degree in Business Administration, Marketing, or related field. Any Graduate Proven track record of success in sales, with at least 3 yaers of experience in a similar role, preferably in the logistics or transportation industry.Strong understanding of sales principles and techniques, with experience in both field sales and channel sales.Excellent communication, negotiation, and interpersonal skills, with the ability to build rapport with customers and channel partners.Willingness to travel extensively within the assigned territory as needed. If you're ready to take on this exciting challenge and be part of a dynamic team, we want to hear from you! Interested candidates can share their CVs with us at riya.gautam@blackbuck.com.riya.gautam@blackbuck.com Or Share @rithik.r@blackbuck.com



…see more"
2024-05-10,"Rose Daisy Bunch for sale! Connect with National Traders for all your decorative items requirements.𝐊𝐧𝐨𝐰 𝐦𝐨𝐫𝐞:𝐂𝐚𝐥𝐥: +𝟗𝟏 𝟗𝟗𝟔𝟒𝟕𝟏𝟒𝟓𝟒𝟎𝐕𝐢𝐬𝐢𝐭: https://lnkd.in/dgvKV9iK#nationaltraders #rose #artificialrose #rosebunch #daisy #daisybunch #decor #weddingdecor #hangings #hangingdecor #decoritems #decoration #flower #flowerdecoration #artificialflower #hangingitems #eventplanners #eventdecorators



…see more"
2024-05-10,"#Hiring, #HiringAlert, #AssistantManager, #TalentAquisition, #HRInterested candidates can share resumes on dipika.c@triadsquare.com Profile- Assistant Manager- Talent Acquisition_ HRLocation- Banjara Hills, HyderabadExperience- 5+ years.Budget- 8-9 LPAWork Mode-WFOEmployment Type-PermanentNotice Period-Max 10 DaysPreferred Female CandidateRequirement: The candidate must have experience in closing non-IT positions like Sales, Operations, Engineering, and Others.Must be an individual performer and capable enough to generate 6-8 offers in a month.Preferably, looking for candidates from Hyderabad who can join us immediately.Interested candidates can share resumes on dipika.c@triadsquare.com Regards,Dipika Khedekardipika.c@triadsquare.com



…see more"
2024-05-10,"#Hiring Alert!Delvens seeks B2B International Sales talent with 1-3 years of experience in market research firmRequirements:GraduatedFluent in EnglishSales experience in market researchApply:Send resume to hr@delens.com or WhatsApp: 9205545639.#hiring #sales #international #marketresearch #fresher #opportunity #b2b #graduate #experienced #bestopportunity 



…see more"
2024-05-10,"Hi AllURGENT OPENINGS !!!!POSITION:REGIONAL MANAGER FOR HIGH END LUXURY RETAIL DEALING IN CASUAL WEARLOCATION: SOUTH AND WESTPACKAGE: 18 TO 20 LAC PAResponsibilities:	1.	Lead and oversee the performance of multiple stores within a designated region, ensuring alignment with company objectives and standards.	2.	Develop and execute regional strategies to drive sales, profitability, and customer satisfaction across all stores.	3.	Provide leadership, guidance, and support to store managers and their teams, fostering a culture of excellence and accountability.	4.	Conduct regular store visits to assess operational efficiency, customer service levels, and adherence to company policies and procedures.	5.	Analyze sales data, KPIs, and market trends to identify opportunities for growth and improvement within the region.	6.	Collaborate with store managers to develop and implement action plans to address performance gaps and maximize sales potential.	7.	Monitor inventory levels, stock movement, and product assortment within the region, coordinating with merchandising and inventory management teams as needed.	8.	Act as a liaison between corporate headquarters and stores within the region, communicating key initiatives, promotions, and operational updates.	9.	Lead by example, demonstrating professionalism, integrity, and a customer-centric mindset in all interactions.	10.	Stay informed about industry trends, competitor activities, and market developments, providing insights and recommendations for strategic decision-making.Requirements:	1.	Proven experience in a regional management or multi-unit leadership role within the retail industry.	2.	Strong leadership and management skills, with the ability to inspire and motivate teams to achieve results.	3.	Excellent analytical and problem-solving abilities, with a data-driven approach to decision-making.	4.	Effective communication and interpersonal skills, with the ability to build and maintain relationships at all levels of the organization.	5.	Results-oriented mindset, with a track record of driving sales and profitability in a retail environment.	6.	Bachelor’s degree in Business Administration, Retail Management, or a related field preferred.	7.	Availability to travel within the designated region as needed.Interested candidates can get in touch on 9836316000 or



…see more"
2024-05-10,"We are Hiring for the Positions of supply chain management and Warehouse profile Qualification: BE /Diploma Experience : 6-10 YrsResponsibilities & Key Deliverables1. Consults on managing large or multiple-site inventory considerations, methods and processes.2. Develops inventory management metrics to evaluate the inventory level and the management effectiveness.3. Translates sales projections into inventory and site requirements; designs strategic inventory management plans for the organization.4. Makes inventory forecasting for the organization and predicts industrial inventory management trends.If you are interested for the above referred position, Share your Updated cv at 7974679412



…see more"
2024-05-10,"🌟 Join Our Team: As a Business Development Executive 🌟Ready to elevate your career in sales? DM WebSoft LLP is looking for passionate individuals to join our team in Rajkot and Ahmedabad! 💼About Us:At DM WebSoft LLP, we're all about innovation and growth. Join us and be part of something exciting in the IT industry! 🚀Requirements:1-3 years of proven success in business development 📈Exceptional communication skills that make you stand out 🗣️A track record of building strong client relationships 💪Perks That Spark:Competitive salary with bonuses to sweeten the deal 💰Room for growth to help you reach your full potential 🌱Team synergy in a vibrant work environment 🤝High Incentive on a recurring basis.Ready to seize the opportunity? Send us your resume now at hr@dmwebsoft.com ! 📩#DMWebSoftLLP #10xgrowth #Deliveringgrowth #BusinessDevelopment #SalesRockstar #JoinOurTeam #Rajkot #Ahmedabad #DMWebSoftLLP #BDE #FindAPro #Ahmedabad #Rajkot #Job #Hiring #Sales #BusinessDevelopmentExecutive #HiringNow #SalesAndMarketing#JobOpening #BusinessGrowth #BusinessStrategy #CareerOpportunity



…see more"
2024-05-10,"📢 Job Opportunity Alert! 📢 We're seeking passionate individuals to join our team in the education industry across all states in India.Position: Business Manager/Sr Business ManagerIndustry: EducationLocation: Across all states in IndiaResponsibilities:1. Develop and maintain strong relationships with B2B clients in the education sector.2. Identify potential clients and conduct sales presentations to showcase our products and services.3. Collaborate with internal teams to ensure smooth implementation and delivery of solutions.4. Meet and exceed sales targets through strategic planning and execution.5. Stay updated on industry trends and competitor activities to maintain a competitive edge.Requirements:1. Proven track record in B2B sales, preferably in the education industry.2. Excellent communication and negotiation skills.3. Strong problem-solving abilities with a customer-centric approach.4. Ability to thrive in a target-driven environment.5. Bachelor's degree in Business Administration, Marketing, or related field.Benefits:1. Competitive salary package with performance-based incentives.2. Opportunities for career growth and advancement.3. Comprehensive training and development programs.4. A dynamic and inclusive work culture that fosters collaboration and innovation.If you're ready to take your sales career to the next level and make a meaningful impact in the education industry, we want to hear from you! Send your resume to harisht@merituseducation.com  with the subject line ""B2B Sales- ""State Name"" - [Your Name]"" and let's embark on this exciting journey together! 🚀https://meritus.ai



…see more"
2024-05-10,"Dear Connection we are #hiring for Channel Sales ManagerLocation :- Entire North Salary :- 5lacs to 8lacs PA.Designation :- Regional ManagerHead Office :- Naraina Vihar - New DelhiRole: Business Development Manager (BDM)Industry Type: Hardware & NetworkingDepartment: Sales & Business DevelopmentEmployment Type: Full Time, PermanentContact person / Details : 9650499442 ( Neha Tanwar )Roles & Responsibilities:The Channel Manager wins, maintains, and expands relationships with assigned channel partners & responsible for achieving sales, profitability and partner recruitment objectives represents the entire range of company AV ProductsRequirement:Masters degree in Sales or Marketing/ Any GraduateProven experience of 2 to 6 years in sales background with a strong focus on Channel sales.In-depth knowledge of best practices in channel sales, direct sales and negotiations.Strong interpersonal and communication skills, with the ability to build relationships at all levels.Analytical mindset with the ability to use data to drive decision-making.Demonstrated success in managing multiple priorities and adapting to a fast-paced environment.Assessment Appointment of right Dealers Distributors after thorough screening, activating low performing Dealers and unlocking certain key counters etc.



…see more"
2024-05-10,"Hi Connections, We are looking to hire Sales Officer (Automobile Sector) for Gorakhpur location for one of our Client. Salary-As per Industry Opening Position-Multiple  Responsibilities:- Identify and cultivate leads through various channels, including cold calling, referrals, and networking events.- Conduct product presentations and demonstrations to potential customers, highlighting the features and benefits of vehicles.- Understand customer needs and preferences to recommend suitable vehicle options and financing solutions.- Negotiate and close sales deals to meet or exceed sales targets.- Build and maintain long-term relationships with customers to foster loyalty and repeat business.- Stay updated on industry trends, competitor activities, and new product launches.- Collaborate with the marketing team to develop sales strategies and promotional campaigns.- Provide feedback to management on market trends, customer preferences, and product performance.Requirements:- Bachelor's degree in Business Administration, Marketing, or related field.- Proven track record of success in automotive sales, with at least 3 years of experience.- In-depth knowledge of 4-wheeler vehicles, including specifications, features, and pricing.- Strong negotiation and closing skills, with the ability to handle objections effectively.- Excellent communication and interpersonal skills, with a customer-centric approach.- Proficiency in MS Office.- Valid driver's license and willingness to travel for customer visits and events. Interested candidate can share their CV on garima.css@outlook.com or 9044802229(WhatsApp) with the subject line ""Applying for Sales Officer""



…see more"
2024-05-10,"🚀 Exciting Opportunity Alert! Location - Chennai🚀Are you ready to accelerate your career in technical sales? 🌟 Join our team at as a Territory Sales Engineer (TSE) and dive into the world of industrial automation! 💼As a TSE, you'll be responsible for field sales of our sensor/ID portfolio, working closely with the Territory Sales Manager to develop winning account strategies and tactics. 💡 You'll have the chance to exceed quotas, expand our business base, and embody organization's core values of Work Hard, Play Hard, and Move Fast. 🏆Key Responsibilities:1. Achieve sales quotas in your designated territory2. Drive new customer acquisition and product introductions3. Prospect for sales opportunities and conduct customer visits4. Demonstrate Cognex products and provide solutions to customer applications5. Maintain CRM data and capture competitive insights6. Assist at trade shows and marketing events to generate leadsDesired Skills and Qualifications:1. Proven sales performance in automation or similar industry2. Strong problem-solving abilities and technical aptitude3. Ability to work independently with limited travel4. Willingness to relocate and pursue career growth5. Excellent communication skills and a team-player mentalityMinimum Requirements:1. Bachelor's degree or equivalent experience2. Proven sales experience with a track record of exceeding targets3. 1-2 years of automation product direct sales experienceIf you're ready to take the next step in your sales career and be part of a dynamic, fast-paced environment, apply now and join us in revolutionizing industrial automation! 🔧💼 #SalesJobs #TechnicalSales #IndustrialAutomationSend your resumes to a.hariharan@weareams.com 



…see more"
2024-05-10,"Looking forward to hire Relationship ManagerExperience: From 2 to 7 year(s) of experienceCompensation: ₹ 3-4.2 Lacs P.A.Location: Ahmedabad(Preferred Industry Real Estate)Job DescriptionWhat does this role hold for you ?- Converting prospects into customers matching the investment need of the prospects.- Using leads generated by the Marketing team as well as generating self-leads to convert them into customers, through local activities (procuring relevant databases, doing on- ground activities in corporates, clubs etc.)- Ensuring compliance with the operations process.- Ensuring that prospects and customers are satisfied with their interaction with the company's clarification.- Providing after sales services.Apply if you have --Graduation / MBA degree.-A Positive attitude for doing 2-3 meetings each day and enjoy doing sales.-Experience in direct sales.-Good communication skills.-Dexterity in understanding the requirements of prospects and pitch property solutions to prospects.Role: B2C SalesSalary: 3-4.2 Lacs P.A.Industry: Real EstateDepartment: Sales & Business DevelopmentRole Category: Retail & B2C SalesEmployment Type: Full Time, PermanentCall 8141477477 share your CV on p.sharma00777@gmail.com



…see more"
2024-05-10,"#FMCGWe're hiring an Institutional Sales Manager for the Mumbai & Bengaluru area.Requirements:• Relevant Work Experience of min. 3 years in a relevant Food Company,• Post Graduate/Graduate from a Tier 1 or equivalent University/College/Board shall be preferred,• The candidate should have proven experience in Business Development and Sales• Good with Numbers and Data Handling,• Strong communication and leadership skills,• The candidate should be Smart and Detail OrientedThanks,#salesmanager #BDM #businessdevelopment #sales #food #fmcg #mumbai #banglore #bengaluru #weplace #weplaceconsulting.



…see more"
2024-05-10,"#JOB #Noida #Sales #Insidesales #Bancasales #Insurance #Jobforfresher#We are Hiring for Head Banca Telesale Noida_59 #Mega WALK-IN Drive 10th May*to 15th May Salary 20k to 25K Primary Role Description: Key Roles & Responsibilities:1.	Achieve and Exceed Monthly, Quarterly and Annual Sales Targets2.	Establish Relationship with Bank and Branch Manager and Generate Business Key Requirements – Education & Certificates1.	Bachelor’s DegreeKey Requirements - Experience & Skills1.	At least 1 Year of Experience of working in Sales/Cross sales department 2.	Should be fluent in English3. Telesale



…see more"
2024-05-10,"Hey Recruiters ,I Hope you are doing well at this movement, i am sorry if these emails disturb your work,The reason for reaching you is I have Good resources for your clients requirement and we could have great business.Please let me know your thoughts and feel free to contact me at any time.I am Alex from logicerainc. I am a Senior Bench Sales Recruiter.I have excellent resources that are available on the BENCH Looking for C2C.Below is the list of my genuine consultants that are aggressively looking for new opportunities. Share with me the requirements so that we can close them easily.(Note : Don't send a resume to my mail . I have Candidates on above technologies (I'm a Bench Sales Recruiter ) I need Requirements for above Technologies .)Reach me out at -Email - alex@logicerainc.comContact - +1 (512)-851-1476 I have the consultantsThey are..1. Full Stack Java Developer2. .NET Developer3. ServiceNow Developer4. Data Engineer5. Python Developer6. Sr Scrum Master



…see more"
2024-05-10,"🌟 Join Our Team at TarunIAS! 🌟Are you a dynamic and motivated individual with a passion for sales and education? TarunIAS is expanding its team and currently seeking experienced professionals for the role of Telesales Executive at our Preet Vihar center, specializing in the UPSC segment.Position: Telesales Executive  Location: Preet Vihar, Delhi  Experience: 2-3 years in telesalesResponsibilities:- Conducting outbound calls to prospective students interested in our UPSC coaching programs.- Explaining our course offerings, benefits, and admission procedures to potential candidates.- Achieving monthly sales targets and KPIs.- Building and maintaining relationships with leads through effective communication and follow-up.- Providing excellent customer service by addressing queries and concerns promptly and professionally.Requirements:- Proven experience in telesales, preferably in the education or training sector.- Strong communication and interpersonal skills.- Goal-oriented mindset with a drive to succeed.- Ability to work independently and as part of a team.- Knowledge or interest in the UPSC examination process is a plus.If you are ready to take your sales career to the next level and contribute to the mission of empowering aspirants for civil services, we want to hear from you! To apply, please send a direct message or email your resume to tarun@tarunias.com.Join us at TarunIAS and be part of a dynamic team dedicated to making a difference in the lives of UPSC aspirants!#Hiring #Telesales #UPSC #SalesJobs #EducationIndustry #DelhiJobs



…see more"
2024-05-10,"Hello Bench sales recruiters/Connsultants.We have urgent requirement see below.Requirement   : JDE EnterpriseOne 9.2 Manufacturing Functional ConsultantDuration             : 6 Months – 1 YearLocation             : Bolingbrook, IL, Need to work Onsite.if you have any resumes contact me : 609 400 0341 or mail me: rvelamala@pentafourgroup.comThanksMurthy



…see more"
2024-05-10,"#Hiringalert!!I'm currently seeking qualified candidates for Sales Manager roles in Mumbai and Bangalore, representing a client immersed in the MICE, Physical & Virtual Events, and corporate Gifting domains, headquartered in Delhi.Requirements:- A minimum of 4-10 years' experience in MICE Sales.- Ability to identify and pursue new business opportunities through diligent research and networking.- Proficiency in cultivating and sustaining relationships with potential clients and industry peers.- Skill in crafting and delivering compelling presentations, proposals, and pitches to prospective clients.- Excellent interpersonal, written, and verbal communication abilities.If you meet the specified criteria, kindly share your resume via direct message for consideration.#Eventsales #MICE #MICESales #Conferencesales #MICEJobs #Eventmanagement #MICETourism #MICEjobopenings #TourismMICE #MICETourism #MICEBusinessDevelopment



…see more"
2024-05-10,"Are you passionate about B2B sales and ready to make direct impact in a fast growing publicly listed company? Wonderla is looking for a dynamic and an experienced business development person like you to join its wonderful team.We are currently hiring for:Designation/s : Business Development Executive and Assistant ManagerLocation : Ahmedabad, Kolkata, Bhubaneswar, Cochin, Bangalore and Hyderabad.Requirements:1. Bachelor’s degree in tourism or any field. 2. Proven experience in business development, sales, or marketing within tourism or entertainment industry. 3. Strong understanding of the regional market, tour operators/travel agent market and domestic tourism.4. Excellent communication, negotiation, and interpersonal skills.5. Ability to work independently and collaboratively in a team-oriented environment.6. Results-driven mindset with a focus on achieving and exceeding sales targets.7. Proficiency in MS Office and CRM software.NOTE : This role involves frequent travel within your assigned geography.What we offer :* Competitive Salary* Opportunity to learn and grow* Ownership* Work-life BalanceIf the above sounds interesting to you, please share your CV at ruchi.dalmia@wonderla.com and join the best place to work.Please share this job posting with someone who you think would be a perfect match.Spread the word!!!!#AssistantManager #Sales #Travel #B2BSales #BusinessDevelopment #TourismIndustry #SalesJobs #TravelMarket #DynamicTeam #CareerOpportunity #JobOpening #WorkLifeBalance #DreamJob



…see more"
2024-05-10,"Business Analyst with Life Science Domain - C2C - Foster City - CA(Onsite)Share resumes - roopan@vysystems.comMandatory requirements:• Willing to relocate to Foster City, CA• Worked for a pharma/biopharma client in the past• Should have worked with business stakeholders, or supported key business functions or have familiarity with LS commercial datasets or have LS pharma domain knowledge• BA experienceKindly note that BA resource on LS commercial background should have below experience experience,• 5+ years of experience analyzing & interpreting data insights on IQVIA, Symphony, Veeva Open Source, SP / SD data• 5+ years of experience in implementing commercial IT & Business collaborative engagement• 3+ years of experience working with Sales Ops, Marketing Ops or Field Ops team as part of requirement gathering.• 3+ years of experience understanding the product launch life cycle or LS commercial life cycle• Experience working in Commercial departments of organizations like Genentech, Gilead, Roche, Merck, Pfizer, Amgen, AstraZeneca, Eli Lilly, J&J, AbbVie, BMS, Novartis etc. would be ideal



…see more"
2024-05-10,"HIRING ALERT!In search of an Assistant Area Manager(AAM) - Hybrid role.The KRA's would include: ● 100% achievement of Sales MRR targets ● Generating leads and market visits to hunt and manage the assigned accounts. ● Designing strategies to grow the business at zonal level ● B2B Sales and account management ● Launching the segment ● Engaging into deals directly and closing the new accounts. ● Product demonstration based on the customer segments. ● Capability to connect product value proposition with customer requirements ● Daily reporting on Sales tools.Role and Responsibilities include: ● An aggressive mindset to hunt, onboard and manage new accounts. ● Communication and presentation skills to pitch the value proposition depending on the category of accounts ● Leading the project and take full ownership ● Prospecting skills to identify the need and customize the pitch accordingly ● Negotiation skills to close at a higher platform fee per connection and extract higher billing value ● Branding and acquisition ● Corporate sales strategy implementation.Desired Skill Set : Mandatory: Graduate / Post graduate with at least 2 - 6 years prior hospital / Clinical experience and having an experience of hunting and account management 1. Tech-savvy, highly motivated, self-starter, team player 2. Exceptional verbal and communication skills DM with your updated resumes. 



…see more"
2024-05-10,"Hello All,We are Hiring !!!!!Position: #OdooDeveloper Experience: 2- 5 Yrs Work Mode: Work from OfficeLocation: SB Road, PuneJob Responsibilities:1. Develop and customize Odoo modules according to business requirements.2. Design and implement new features and functionalities in Odoo applications.3. Perform code reviews and ensure code quality and best practices are maintained.4. Collaborate with cross-functional teams to understand project requirements and deliver scalable solutions.5. Troubleshoot and debug issues reported by users and provide timely resolutions.6. Optimize Odoo applications for maximum speed and scalability.7. Stay updated with the latest Odoo developments and technologies to continuously improve our systems.8. Document technical specifications, installation procedures, and system configurations.Requirements:1. Bachelor's degree in Computer Science, Engineering, or a related field.2. Minimum of 3+ years of experience in Odoo backend development.3. Proficiency in Python programming language.4. Strong understanding of Odoo framework and its core principles.5. Experience in developing and customizing Odoo modules (e.g., CRM, Sales, Inventory, Accounting).6. Solid understanding of relational databases (PostgreSQL preferred).7. Knowledge of web technologies such as HTML, CSS, JavaScript, and XML.8. Familiarity with version control systems (e.g., Git).9. Excellent problem-solving skills and attention to detail.10. Ability to work both independently and collaboratively in a fast-paced environment.11. Strong communication skills with the ability to articulate technical concepts to non-technical stakeholders.Preferred Qualifications:1. Odoo certification(s) is a plus.2. Experience with frontend development frameworks (e.g., Bootstrap, jQuery).3. Knowledge of Docker and containerization technologies.4. Understanding of Agile software development methodologies.Interested candidates please share your resume to - darshanas@iprogrammer.co#odoo #odoodevelopment 



…see more"
2024-05-10,"⏳ Hurry up Technical/IT Recruiters!!!⏳********Not for Bench sales*******I am ready to fill your requirements on C2C & C2H with my skilled consultants.Technologies currently that my bench candidates work on:-Dot net developerIOS DeveloperJava full stack developerDevops engineerQA/SDET engineerOIS DeveloperData engineer📧 : ajaz.m@staffbees.com☎ : 469 935-6986#C2C, #C2H,#Dotnetdeveloper,#Java, #QA,#IOS, #dataengineer, #Azureengineer,#OISdeveloper,#Bigdataengineeer,#JavaScript.#HadoopBigDataEngineer,#ETL,#SQl,#Devopsengineer



…see more"
2024-05-10,"🌟 Exciting Opportunity Alert! 🌟Join Xperteez Technology as a Relationship Manager and be part of our journey towards excellence.🏢 Locations:#Kolkata #Siliguri #Guwahati (Must be a local candidate) 💰 Salary: 4 to 7LPA 🖋 Job designation: Relationship Manager 🎯 Key Requirements: - Graduation is mandatory, with candidates pursuing Masters also eligible. - Minimum 1 year of sales experience in the BFSI industry. 💼 Job responsibilities: - Up-selling and cross-selling of banking products - Maintaining existing customer base - Client servicing🚀 What We Offer: - A competitive salary package with lucrative incentives. - A supportive work environment that fosters growth and development. - Flexible timings (to be discussed during the interview). - Ongoing Training and DevelopmentIf you're ready to take your career to new heights and embark on an exciting journey in the world of finance, apply now! Join us in shaping a brighter financial future for all.To apply, please send your updated resume to:tithi@xperteez.co.in with the subject line ""Application for Relationship Manager - [Location]"".#xperteeztechnology #xperteezjobs #xperteez #Kolkata #Siliguri #Guwahati #RelationshipManager #WealthManagement #FinancialServices #JobOpportunity #Sales #MutualFunds #Insurance #LoanMortgage #CareerGrowth #JoinUs



…see more"
2024-05-10,"Hello Everyone!!We are looking for a ""Center Sales Manager"" to be a part of our growing Organisation Livekeeping (An IndiaMART Company) Job Title: Center Sales Manager - MumbaiLocation: MumbaiJob Description: We are looking for an experienced Center Sales Manager to oversee our sales operations in Mumbai. The ideal candidate will have a proven track record in sales, excellent leadership skills, and fluency in Marathi language.Responsibilities:●Lead and motivate the sales team to achieve sales targets and objectives.●Develop and implement effective sales strategies to drive revenue growth.●Identify new business opportunities and expand the customer base.●Build and maintain strong relationships with clients and stakeholders.●Monitor sales performance and provide regular reports to management.●Ensure high levels of customer satisfaction and resolve any issues or complaints promptly.●Collaborate with other departments to optimize sales processes and workflows.Requirements:●Bachelor's degree with 70% or above in academics.●Minimum of 3 years of experience in sales.●Proven track record of meeting or exceeding sales targets and KPIs.●Excellent leadership, communication, and interpersonal skills.●Fluent in marathi language, with strong local market knowledge.●Ability to thrive in a fast-paced and dynamic work environment.●Strong analytical and problem-solving abilities.Interested candidates are encouraged to apply by sending their resume at arushi@livekeeping.comAshupri Shrivastava Subiya Siddiqui Ankita Agarwal



…see more"
2024-05-10,"Vacancy Category Head - BLDCJob Location: NoidaSalary: 28 Lac/ AnnumJob Summary:We are seeking a highly skilled and dynamic sale marketing P&L Category Head to oversee our BLDC (Brushless DCMotors) division. The ideal candidate will be responsible for leading all aspects of the BLDCcategory, including technical development, quality control, marketing and sales P&L , strategies, andoverall operations management.This role requires a blend of technical expertise, strategic thinking, and leadership capabilities todrive the success and growth of our BLDC product line.Responsibilities:● Lead the technical development of BLDC motors, including design, engineering,and innovation to meet market demands and stay ahead of industry trends.● Collaborate with R&D teams to drive continuous improvement and optimizationof BLDC motor performance, efficiency, and reliability.● Stay updated on advancements in BLDC technology and incorporate relevantinnovations into product development processes.● Proven expertise in hardware circuit and board design.● Establish and maintain rigorous quality control standards for BLDC motorsthroughout the manufacturing process.● Implement quality assurance measures to ensure compliance with industryregulations and customer expectations.● Conduct regular audits and inspections to identify areas for improvement anddrive corrective actions as needed.● Develop comprehensive marketing strategies to promote BLDC motors andincrease market share.● Work closely with the marketing team to create compelling marketing materials,campaigns, and product positioning strategies.● Collaborate with the sales team to identify target markets, develop salesstrategies, and drive revenue growth.● Build strong relationships with key customers, distributors, and industry partnersto expand market reach and enhance customer satisfaction.● Oversee all aspects of BLDC motor production, including procurement,manufacturing, inventory management, and logistics.● Optimize operational processes to streamline efficiency, reduce costs, andimprove overall productivity.● Ensure compliance with safety regulations and standards in all operationalactivities.Requirements:● Bachelor's degree in Electrical Engineering, Mechanical Engineering, or related field;advanced degree preferred.● Minimum of 8 years of hands-on experience in the sector, with a minimum of 5 years in in Motor segment.Please share your CV: hr@sgmcindia.comor what's app on 9289442555(Whats app only)



…see more"
2024-05-10,"🌟 Join Our Team as a Business Development Executive! 🌟Are you passionate about driving business growth and building lasting client relationships? We're seeking a dynamic Business Development Executive to join our innovative team!🚀 Responsibilities:🔹Identify and pursue new business opportunities to expand our client base.🔹Build and maintain strong relationships with existing and potential clients.🔹Develop and implement effective sales strategies to achieve targets.🔹Collaborate with cross-functional teams to deliver exceptional customer experiences.🔹Stay updated on industry trends and market insights to inform business decisions.🔍 Requirements:🔸Proven experience in business development or sales roles, preferably in [industry/sector].🔸Excellent communication and negotiation skills.🔸Strong strategic thinking and problem-solving abilities.🔸Ability to thrive in a fast-paced, target-driven environment.🔸Bachelor's degree in Business Administration or related field.🏦 Salary: Not Disclosed🌏 Job Location: Remote📌 Target Based JobImmediate Joiner Only... Dm me if your are interested in target based job.#bidder #bde #businessdevelopmentexecutive #job #remote #wfh #experienced #tricity #findapro #cfbr #jobs #linkedin #hiringopportuinity #jobseekers #latestupdates #jobalert #imnediatejoiner



…see more"
2024-05-10,"🌟Join MoSahay's Vibrant Team and Illuminate Your Career with India's Premier Paint Giant!🎨Position: Territory Sales Executives (TSE)💼Company: MoSahay - Your Gateway to Success in Partnership with India's Paint Giant💰Salary: Up to ₹3.5 LPAWhy Choose Us:✨ Step into a realm of vibrant hues and endless possibilities! MoSahay, in collaboration with one of India's leading paint companies, beckons you to embark on a journey of professional growth and triumph.🔑Key Requirements:📈Sales zeal🤝Exceptional communication prowess💡 Swift learning acumen🛵Willingness to explore uncharted territories👩‍🎓 Bachelor's degree (preferred)Experience in the building materials sector is mandatoryPreference for local candidates🌍Location: TSE- #Delhi                      TSE- #Bathinda                      TSE- #DabwaliHow to Apply:Pre-Register Now: Send your resumeto📧 rocky20roshan@gmail.comог📞 : 8210594841Ready to paint your future with us? We're seeking dynamic and dedicated individuals to join our fervent team. Seize this opportunity!#MoSahay #PaintYourCareer #TSEJobs #LiveJob#LinkedInPost #Sales #Marketing #CementIndustry #GlassIndustry #UrgentHiring#CeramicCoating #Sanitary #Steel #Plywood



…see more"
